,location,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index,is_asia,is_europe,is_africa,is_north_america,is_south_america,is_oceania
78,India,30133.25883333333,95.9895,359.1886666666667,0.7931666666666669,1.2438333333333331,0.10475,9.866666666666667,68.04333333333332,51.88,81.94,450.41900000000004,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9000000000000001,20.599999999999998,0.5300000000000001,69.65999999999998,0.645,1.0,0.0,0.0,0.0,0.0,0.0
79,Indonesia,16050.673499999999,98.3675,522.6456666666667,0.14100000000000001,0.8941666666666666,0.0683,15.549999999999999,67.24333333333333,46.96333333333333,68.98,145.725,29.3,5.319,3.0530000000000004,11188.743999999999,5.7,342.86400000000003,6.32,2.8000000000000003,76.10000000000001,1.04,71.72000000000001,0.718,1.0,0.0,0.0,0.0,0.0,0.0
80,Iran,76409.9445,403.9653333333333,1560.1525000000001,0.7370000000000001,1.147,0.28330000000000005,3.633333333333333,71.72500000000001,63.935,62.04,49.83100000000001,32.4,5.44,3.182,19082.62,0.19999999999999998,270.308,9.590000000000002,0.7999999999999999,21.099999999999998,1.5,76.68,0.7829999999999999,1.0,0.0,0.0,0.0,0.0,0.0
81,Iraq,54283.22150000001,152.24866666666665,594.072,0.5141666666666665,0.6305,0.26781666666666665,3.716666666666667,22.650000000000002,15.460000000000003,64.81,88.125,20.0,3.1860000000000004,1.957,15663.986000000003,2.5,218.612,8.83,8.64056890841356,25.86580354644658,1.4000000000000001,70.60000000000001,0.674,1.0,0.0,0.0,0.0,0.0,0.0
82,Ireland,240734.1516666667,766.1528333333332,1246.7966666666666,3.077166666666667,3.479166666666666,0.2896,3.4499999999999997,81.165,78.72,18.516666666666666,69.87400000000001,38.699999999999996,13.927999999999999,8.677999999999999,67335.293,0.19999999999999998,126.45900000000002,3.28,23.0,25.7,2.9600000000000004,82.3,0.955,0.0,1.0,0.0,0.0,0.0,0.0
83,Israel,332760.07249999995,5309.296,973.9711666666667,6.727,23.382499999999997,0.2645,3.8000000000000003,72.09500000000001,65.755,56.48,402.606,30.599999999999998,11.732999999999999,7.359000000000001,33132.32,0.5,93.32,6.740000000000001,15.4,35.4,2.99,82.97000000000001,0.9190000000000002,1.0,0.0,0.0,0.0,0.0,0.0
84,Italy,188608.74566666665,1763.1460000000004,2450.157833333333,6.275333333333333,15.101666666666667,0.12376666666666665,8.083333333333334,83.35000000000001,76.76666666666667,76.85000000000001,205.859,47.9,23.021,16.24,35220.084,2.0,113.15100000000002,4.78,19.8,27.8,3.18,83.51,0.892,0.0,1.0,0.0,0.0,0.0,0.0
85,Jamaica,42168.2425,83.012,901.6986666666667,2.0180000000000002,0.6938333333333334,0.18713333333333335,5.483333333333333,25.17833333333333,21.043333333333333,74.07,266.87899999999996,31.400000000000002,9.684,6.39,8193.570999999998,7.992850022447959,206.537,11.28,5.3,28.599999999999998,1.7,74.47000000000001,0.7340000000000001,0.0,0.0,0.0,1.0,0.0,0.0
86,Japan,24329.41383333333,754.959,151.62,0.6993333333333333,1.7716666666666665,0.37743333333333334,2.65,80.42833333333333,79.21833333333332,47.22,347.778,48.199999999999996,27.049000000000003,18.493,39002.223,0.7487841856764893,79.37,5.72,11.200000000000001,33.699999999999996,13.049999999999999,84.63,0.9190000000000002,1.0,0.0,0.0,0.0,0.0,0.0
87,Jordan,125458.57149999998,1700.876,1292.917666666667,1.6718333333333335,4.917333333333334,0.2850333333333333,3.5500000000000003,44.8525,41.47,34.26,109.28499999999998,23.2,3.81,2.361,8337.49,0.09999999999999999,208.25700000000003,11.75,5.137538560184181,41.64288420876851,1.4000000000000001,74.52999999999999,0.7290000000000001,1.0,0.0,0.0,0.0,0.0,0.0
88,Kazakhstan,70966.15666666668,319.11966666666666,977.8471666666668,0.8071666666666667,1.5191744825786893,0.27905739287269143,3.795262156688296,48.53416666666667,46.28,62.04,6.681,30.599999999999998,6.9910000000000005,4.625,24055.588,0.09999999999999999,466.792,7.11,7.0,43.1,6.7,73.60000000000001,0.8250000000000001,1.0,0.0,0.0,0.0,0.0,0.0
89,Kenya,5853.1821666666665,2.167166666666667,101.89299999999999,0.11533333333333333,0.08266666666666668,0.026883333333333332,37.38333333333333,12.534999999999998,10.835,55.56,87.324,20.0,2.6860000000000004,1.5280000000000002,2993.028,36.800000000000004,218.63699999999997,2.92,1.2,20.400000000000002,1.4000000000000001,66.7,0.601,0.0,0.0,1.0,0.0,0.0,0.0
91,Kuwait,130882.11366666667,1274.5598333333335,578.561,0.5005000000000001,7.609999999999999,0.18258333333333332,5.483333333333333,77.82,75.27999999999999,49.07,232.12799999999996,33.699999999999996,2.345,1.114,65530.537000000004,0.2860673546618507,132.235,15.840000000000002,2.6999999999999997,37.0,2.0,75.49,0.8059999999999999,1.0,0.0,0.0,0.0,0.0,0.0
92,Kyrgyzstan,30030.790333333327,28.161666666666672,436.6598333333333,0.5531666666666667,0.7437520556705455,0.20312888370930526,6.216770432262856,20.348333333333333,16.55666666666667,47.22,32.333,26.3,4.489,2.8819999999999997,3393.4740000000006,1.4000000000000001,436.362,7.11,3.6,50.5,4.5,71.45,0.6970000000000001,1.0,0.0,0.0,0.0,0.0,0.0
93,Laos,18359.456166666667,58.3835,75.84216666666667,0.49700000000000005,0.24083333333333334,0.2582166666666667,3.9333333333333336,64.0,55.0,78.7,29.715,24.400000000000002,4.029,2.3219999999999996,6397.36,22.7,368.11099999999993,4.0,7.3,51.199999999999996,1.5,67.92,0.613,1.0,0.0,0.0,0.0,0.0,0.0
94,Latvia,228696.97933333335,5118.999,2638.1936666666666,6.963500000000001,12.038666666666666,0.3750333333333334,2.6666666666666665,71.68333333333332,69.09666666666665,42.13,31.212,43.9,19.754,14.135999999999997,25063.846,0.7000000000000001,350.06,4.91,25.599999999999998,51.0,5.57,75.29,0.866,0.0,1.0,0.0,0.0,0.0,0.0
95,Lebanon,140615.56600000002,1245.0106666666668,1427.9485000000002,2.5851666666666673,3.1904247122192797,0.34083711058353544,3.170033966142236,36.151666666666664,30.111666666666665,50.0,594.561,31.099999999999998,8.513999999999998,5.43,13367.565,1.9693101422835757,266.59099999999995,12.71,26.900000000000002,40.699999999999996,2.9,78.93,0.7440000000000001,1.0,0.0,0.0,0.0,0.0,0.0
96,Lesotho,14934.383000000002,6.329833333333333,321.3578333333333,0.07716666666666666,0.788634559776056,0.03916621689969568,79.4706601680168,21.541540815177086,12.87724536460844,45.37,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.39999999999999997,53.9,1.6053271299514027,54.32999999999999,0.527,0.0,0.0,1.0,0.0,0.0,0.0
97,Liberia,1404.191,0.12866666666666668,55.98199999999999,0.0,0.040300974418013474,0.09651125446231407,41.73714158024442,1.8552147900949558,1.5954091127957926,48.15,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.099999999999998,0.7999999999999999,64.10000000000001,0.48,0.0,0.0,1.0,0.0,0.0,0.0
99,Lithuania,267759.3373333333,4343.531333333333,2952.9396666666667,7.063666666666666,10.777333333333333,0.44016666666666665,2.266666666666666,72.255,69.28500000000001,42.59,45.135,43.5,19.002,13.777999999999997,29524.265000000003,0.7000000000000001,342.98900000000003,3.6700000000000004,21.3,38.0,6.56,75.93,0.882,0.0,1.0,0.0,0.0,0.0,0.0
100,Luxembourg,258153.83199999997,2093.2639999999997,1506.7403333333332,1.5753333333333333,7.7748333333333335,0.3555000000000001,2.816666666666667,75.08833333333332,71.47095254438177,55.56,231.44700000000003,39.699999999999996,14.312,9.842,94277.96499999998,0.19999999999999998,128.275,4.420000000000001,20.900000000000002,26.0,4.509999999999999,82.25,0.916,0.0,1.0,0.0,0.0,0.0,0.0
101,Madagascar,2111.489,12.4,45.203,0.1935,0.04099999999999999,0.24516666666666667,4.1,3.44,3.2599999999999993,40.74,43.951,19.599999999999998,2.929,1.686,1416.4400000000003,77.60000000000001,405.9940000000001,3.94,1.7746531429132824,19.33141355286689,0.19999999999999998,67.04,0.528,0.0,0.0,1.0,0.0,0.0,0.0
102,Malawi,4311.306166666666,2.8671666666666664,130.63466666666667,0.085,0.043500000000000004,0.07740000000000001,13.133333333333333,7.668333333333334,3.9633333333333334,36.11000000000001,197.519,18.099999999999998,2.9789999999999996,1.7830000000000001,1095.0419999999997,71.39999999999999,227.34900000000002,3.94,4.3999999999999995,24.7,1.3,64.26,0.48300000000000004,0.0,0.0,1.0,0.0,0.0,0.0
103,Malaysia,88273.05383333332,221.00383333333332,976.5573333333332,0.285,3.185333333333334,0.05486666666666667,18.283333333333335,79.57666666666667,78.47166666666668,54.17000000000001,96.254,29.900000000000002,6.292999999999999,3.407,26808.164,0.09999999999999999,260.942,16.74,1.0,42.4,1.9000000000000001,76.15999999999998,0.8100000000000002,1.0,0.0,0.0,0.0,0.0,0.0
104,Maldives,268326.527,3512.5638333333336,514.7591666666666,2.146333333333333,12.224333333333334,0.35318333333333335,2.8333333333333335,73.16833333333334,68.07499999999999,38.428909506068656,1454.433,30.599999999999998,4.12,2.875,15183.616000000004,0.5643213603344337,164.905,9.19,2.1,55.0,5.751943438806199,78.92,0.7400000000000001,1.0,0.0,0.0,0.0,0.0,0.0
105,Mali,1445.6221666666668,1.2225000000000001,34.28300000000001,0.008,0.04063495271952444,0.07303352901185708,48.15757056162415,5.05,3.1999999999999997,38.88999999999999,15.196,16.400000000000002,2.519,1.486,2014.3060000000003,47.9397680840596,268.02399999999994,2.42,1.5999999999999999,23.0,0.09999999999999999,59.31,0.434,0.0,0.0,1.0,0.0,0.0,0.0
106,Malta,132752.37350000002,414.3253333333333,1085.0611666666666,6.135833333333333,5.042833333333334,0.08223333333333334,12.183333333333332,90.16333333333334,87.97333333333334,56.48,1454.037,42.4,19.426,11.324,36513.323,0.19999999999999998,168.71099999999998,8.83,20.900000000000002,30.2,4.485,82.52999999999999,0.8949999999999999,0.0,1.0,0.0,0.0,0.0,0.0
107,Mauritania,12227.362500000001,7.504166666666666,201.39133333333334,0.4885,0.5641666666666666,0.022683333333333333,47.583333333333336,55.67416523672345,41.22923490175094,51.85,4.289000000000001,20.3,3.138,1.7919999999999998,3597.6330000000003,6.0,232.347,2.42,1.8061299165479008,40.97751876724159,1.045462653212636,64.92,0.5460000000000002,0.0,0.0,1.0,0.0,0.0,0.0
108,Mauritius,86813.17933333332,1130.1516666666666,645.502,0.0,4.461179858698902,0.10036663557170815,11.972644505822258,76.5,72.0,46.60333333333333,622.962,37.4,10.945,5.8839999999999995,20292.745,0.5,224.644,22.02,3.1999999999999997,40.699999999999996,3.4,74.99,0.8040000000000002,0.0,0.0,1.0,0.0,0.0,0.0
109,Mexico,38893.48733333334,267.3261666666667,2365.9008333333336,4.4205,0.31183333333333335,0.6181666666666668,1.633333333333333,64.30833333333334,59.43583333333333,61.57,66.444,29.3,6.857,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.8999999999999995,21.400000000000002,1.38,75.05,0.779,0.0,0.0,0.0,1.0,0.0,0.0
110,Moldova,113559.30916666666,1100.5978333333333,2664.496333333333,5.218833333333333,1.7238432262659145,0.362986107864542,2.857413548655734,61.04337417463897,25.223333333333333,49.69333333333333,123.65499999999999,37.6,10.864000000000003,6.954999999999999,5189.972000000001,0.19999999999999998,408.50199999999995,5.72,5.8999999999999995,44.6,5.8,71.89999999999999,0.75,0.0,1.0,0.0,0.0,0.0,0.0
111,Mongolia,256477.67283333334,914.5116666666667,636.7736666666666,0.7006666666666667,3.7735,0.3614,2.766666666666667,68.18,65.2,37.5,1.9800000000000002,28.599999999999998,4.031,2.421,11840.846000000003,0.5,460.04300000000006,4.82,5.5,46.5,7.0,69.87,0.737,1.0,0.0,0.0,0.0,0.0,0.0
112,Montenegro,353625.7405,978.4236666666667,4123.072666666667,9.818666666666667,23.5828221802299,0.3089816127961693,3.7572253919811267,45.7425,44.298333333333325,64.56318239565248,46.28,39.1,14.762,9.394999999999998,16409.288,1.0,387.305,10.08,44.0,47.9,3.861,76.88,0.8290000000000001,0.0,1.0,0.0,0.0,0.0,0.0
113,Morocco,30587.084833333338,64.83283333333334,415.5958333333333,0.8613333333333334,0.4576666666666667,0.1736833333333333,5.833333333333332,66.32,62.105,68.52,80.08,29.599999999999998,6.768999999999999,4.209,7485.013,1.0,419.1459999999999,7.14,0.7999999999999999,47.1,1.0999999999999999,76.68,0.6859999999999999,0.0,0.0,1.0,0.0,0.0,0.0
114,Mozambique,6969.732999999999,2.653166666666667,67.79533333333333,0.051833333333333335,0.06566666666666666,0.04993333333333333,21.166666666666668,35.0,29.0,38.88999999999999,37.728,17.7,3.158,1.8700000000000003,1136.103,62.9,329.94199999999995,3.3000000000000003,5.1000000000000005,29.099999999999998,0.7000000000000001,60.85,0.456,0.0,0.0,1.0,0.0,0.0,0.0
115,Myanmar,9799.7945,7.204333333333334,352.334,0.0,0.37566666666666665,0.016066666666666667,62.71666666666666,40.85,35.06,65.74,81.721,29.099999999999998,5.732,3.1200000000000006,5591.597000000001,6.3999999999999995,202.104,4.61,6.3,35.199999999999996,0.9,67.13,0.5830000000000001,1.0,0.0,0.0,0.0,0.0,0.0
116,Namibia,60354.49216666666,30.404500000000002,1536.0671666666667,0.8371666666666666,0.49583333333333335,0.05675,17.683333333333334,16.400000000000002,14.0,28.7,3.078,22.0,3.552,2.0850000000000004,9541.808000000003,13.4,243.81099999999995,3.94,9.700000000000001,34.199999999999996,2.102498529664062,63.71,0.6459999999999999,0.0,0.0,1.0,0.0,0.0,0.0
117,Nepal,32438.211499999994,70.16000000000001,397.1086666666667,0.39866666666666667,0.49033333333333334,0.30916666666666665,3.25,45.03770979013971,35.68062075723127,62.96,204.43000000000004,25.0,5.809,3.2119999999999997,2442.804,15.0,260.797,7.259999999999999,9.5,37.800000000000004,0.3,70.77999999999999,0.602,1.0,0.0,0.0,0.0,0.0,0.0
118,Netherlands,279172.19433333335,4187.451666666667,1245.6791666666668,0.5533333333333333,8.277500000000002,0.6071666666666666,1.633333333333333,78.23,71.84000000000002,58.32999999999999,508.54400000000004,43.199999999999996,18.779,11.880999999999998,48472.54499999999,0.3166111981343345,109.361,5.29,24.400000000000002,27.3,3.32,82.27999999999999,0.9440000000000001,0.0,1.0,0.0,0.0,0.0,0.0
119,New Zealand,3394.456166666667,44.47650000000001,10.339,0.0,3.8085,0.13775979098998994,26.350478547764734,81.85,76.71333333333332,62.04,18.206,37.9,15.322000000000001,9.72,36085.843,0.4316919352614881,128.797,8.08,14.799999999999999,17.2,2.61,82.29,0.9309999999999999,0.0,0.0,0.0,0.0,0.0,1.0
120,Nicaragua,2642.196,1.4671666666666665,32.94816666666667,0.024833333333333332,0.06818121116819811,0.019826816889743117,59.38629400571321,78.77,53.74,8.33,51.66700000000001,27.3,5.445,3.5189999999999997,5321.444,3.1999999999999997,137.016,11.47,0.9307293611530137,25.171363012668472,0.9,74.48,0.66,0.0,0.0,0.0,1.0,0.0,0.0
121,Niger,344.8955,0.2255,11.990333333333334,0.0265,0.028327410434746476,0.031131132912995456,43.092069742464304,5.75,4.09,16.67,16.955,15.1,2.5530000000000004,1.3780000000000001,926.0,44.5,238.33900000000003,2.42,0.09999999999999999,15.4,0.3,62.42000000000001,0.39399999999999996,0.0,0.0,1.0,0.0,0.0,0.0
122,Nigeria,1199.225,0.43049999999999994,14.839,0.002333333333333333,0.04133333333333333,0.010849999999999999,92.31666666666668,7.3999999999999995,3.0,37.96,209.588,18.099999999999998,2.751000000000001,1.4469999999999998,5338.454000000001,22.445564262469016,181.013,2.42,0.6,10.799999999999999,0.8130995288459659,54.69,0.539,0.0,0.0,1.0,0.0,0.0,0.0
123,North Macedonia,131917.29233333335,742.7196666666667,4086.7586666666666,13.524166666666668,2.977,0.24698333333333333,4.066666666666666,40.82,39.86000000000001,61.895743494023534,82.60000000000001,39.1,13.26,8.159999999999998,13111.214000000002,5.0,322.68800000000005,10.08,4.941064399961815,39.79708937301216,4.28,75.8,0.774,0.0,1.0,0.0,0.0,0.0,0.0
124,Norway,156384.95866666667,3430.8646666666664,267.58166666666665,0.8233333333333334,5.457166666666667,0.6533333333333333,1.5166666666666668,79.07666666666667,73.25000000000001,25.0,14.462000000000002,39.699999999999996,16.820999999999998,10.813,64800.05700000001,0.19999999999999998,114.31600000000002,5.31,19.599999999999998,20.7,3.6,82.39999999999999,0.957,0.0,1.0,0.0,0.0,0.0,0.0
125,Oman,66242.63066666666,424.5976666666666,796.005,0.8295,1.8010609229491152,0.15873257258059878,6.8695774066633,61.61841635060442,58.09960968980689,57.40999999999999,14.980000000000002,30.7,2.355,1.53,37960.709,0.26358237984809635,266.34200000000004,12.61,0.5,15.6,1.5999999999999999,77.86,0.8129999999999998,1.0,0.0,0.0,0.0,0.0,0.0
126,Pakistan,6442.440666666666,24.233999999999998,130.67200000000003,0.15916666666666668,0.2738333333333333,0.10404999999999999,9.65,47.865833333333335,37.464166666666664,65.27999999999999,255.57299999999995,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8000000000000003,36.699999999999996,0.6,67.27,0.557,1.0,0.0,0.0,0.0,0.0,0.0
127,Palestine,105548.87099999998,1015.8748333333334,980.7081666666667,0.9575,3.4320000000000004,0.4261333333333334,2.3833333333333333,42.24219387515493,37.13510998155331,16.67,778.2020000000001,20.400000000000002,3.0429999999999997,1.7259999999999998,4449.898,1.0,265.91,10.590000000000002,7.685097543276284,36.48803199615839,5.782052076313899,74.05,0.7080000000000001,1.0,0.0,0.0,0.0,0.0,0.0
128,Panama,163536.862,1152.1331666666667,1778.7331666666666,4.868833333333334,4.6308333333333325,0.26289999999999997,3.8666666666666667,74.09000000000002,65.81,42.59,55.133,29.7,7.917999999999999,5.03,22267.037,2.1999999999999997,128.346,8.33,2.4,9.9,2.3000000000000003,78.51,0.8149999999999998,0.0,0.0,0.0,1.0,0.0,0.0
130,Paraguay,82945.9525,560.6231666666666,2422.2580000000003,6.556166666666666,1.6678333333333333,0.4436166666666667,2.266666666666667,50.38,43.18,35.19,17.144000000000002,26.5,6.377999999999999,3.8329999999999997,8827.01,1.7,199.12799999999996,8.269999999999998,5.0,21.599999999999998,1.3,74.25,0.7279999999999999,0.0,0.0,0.0,0.0,1.0,0.0
131,Peru,99314.58633333334,694.8713333333334,6190.0615,7.389166666666668,3.2415,0.24183333333333334,4.166666666666667,79.11833333333333,70.37833333333333,61.11000000000001,25.129,29.099999999999998,7.150999999999999,4.454999999999999,12236.706,3.5,85.755,5.95,4.8,39.98335601620633,1.5999999999999999,76.74,0.777,0.0,0.0,0.0,0.0,1.0,0.0
132,Philippines,32324.875333333333,74.09166666666667,488.1915000000001,0.7848333333333333,0.3868333333333333,0.28758333333333336,3.533333333333333,59.16127406512195,53.66166666666667,78.24,351.87300000000005,25.2,4.803,2.661,7599.188000000001,8.028992370676713,370.43699999999995,7.07,7.8,40.800000000000004,1.0,71.23,0.718,1.0,0.0,0.0,0.0,0.0,0.0
133,Poland,133690.41166666668,1224.1976666666667,2807.6654999999996,6.1865,3.798333333333334,0.33025,3.016666666666667,59.175000000000004,57.755,45.37,124.027,41.800000000000004,16.763,10.202,27216.445000000003,1.61566415533608,227.331,5.91,23.3,33.1,6.62,78.73,0.88,0.0,1.0,0.0,0.0,0.0,0.0
134,Portugal,276612.42466666666,4526.8015,1976.6245,5.195999999999999,24.00016666666667,0.2008,4.983333333333333,94.99,85.19,35.19,112.371,46.199999999999996,21.502,14.924000000000001,27936.896000000004,0.5,127.842,9.85,16.3,30.0,3.39,82.05,0.864,0.0,1.0,0.0,0.0,0.0,0.0
135,Qatar,117098.73966666666,368.30733333333336,221.97416666666663,0.3978333333333334,9.174333333333335,0.07348397807308953,88.03722107901913,88.88586640312388,83.80168981739769,63.88999999999999,227.32200000000003,31.900000000000002,1.3070000000000002,0.617,116935.59999999999,0.388765299393503,176.69000000000003,16.52,0.7999999999999999,26.900000000000002,1.2,80.23,0.848,1.0,0.0,0.0,0.0,0.0,0.0
136,Romania,122145.52049999998,1614.5458333333333,3157.4420000000005,5.376166666666667,4.467,0.3489,2.8666666666666667,79.84786013751018,41.78666666666666,47.22,85.129,43.0,17.849999999999998,11.69,23313.198999999997,5.7,370.94599999999997,9.74,22.900000000000002,37.1,6.892,76.05,0.828,0.0,1.0,0.0,0.0,0.0,0.0
137,Russia,83526.81200000002,1075.8686666666667,2241.0046666666667,4.56,6.116333333333333,0.14443333333333333,6.966666666666666,52.706666666666656,48.080000000000005,48.61000000000001,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.09999999999999999,431.29699999999997,6.18,23.400000000000002,58.300000000000004,8.049999999999999,72.58,0.824,0.0,1.0,0.0,0.0,0.0,0.0
138,Rwanda,9720.081833333334,3.1381666666666668,108.82600000000001,0.07516666666666667,0.8228333333333332,0.00525,194.16666666666666,65.2,54.0,50.93,494.8690000000001,20.3,2.9739999999999998,1.6419999999999997,1854.211,56.0,191.375,4.28,4.7,21.0,1.5499442620562263,69.02,0.543,0.0,0.0,1.0,0.0,0.0,0.0
141,Saint Vincent and the Grenadines,71766.02033333333,197.71899999999997,864.2721666666666,7.489333333333334,0.43583333333333335,0.3504833333333333,4.05,30.986666666666668,25.133333333333336,59.072139225693796,281.78700000000003,31.8,7.724000000000001,4.832,10727.146,3.3790868415135913,252.67499999999998,11.62,5.777618990451957,44.206270890633185,2.6,72.52999999999999,0.738,0.0,0.0,0.0,1.0,0.0,0.0
144,Sao Tome and Principe,26444.12966666667,16.41566666666667,314.8823333333333,1.4923333333333335,0.6839109842721655,0.2560126854648848,5.864871506513573,42.0,30.0,62.47358658797038,212.84099999999998,18.7,2.8859999999999997,2.1619999999999995,3052.7140000000004,32.300000000000004,270.113,2.42,2.2642007290075106,40.58497070445412,2.9,70.39,0.625,0.0,0.0,1.0,0.0,0.0,0.0
145,Saudi Arabia,19819.317833333334,102.02116666666666,253.19250000000002,0.066,3.936833333333333,0.028333333333333335,35.28333333333334,72.515,67.24666666666667,58.32999999999999,15.322000000000001,31.900000000000002,3.2950000000000004,1.845,49045.41099999999,0.8845688957719255,259.538,17.72,1.8,25.400000000000002,2.6999999999999997,75.13,0.8540000000000001,1.0,0.0,0.0,0.0,0.0,0.0
146,Senegal,4950.229166666667,2.0061666666666667,113.5125,0.09666666666666668,0.08166666666666668,0.04036666666666667,25.833333333333332,8.230000000000002,5.84,21.3,82.32799999999999,18.7,3.0079999999999996,1.796,2470.58,38.0,241.21900000000002,2.42,0.39999999999999997,16.599999999999998,1.0222661297661624,67.94,0.512,0.0,0.0,1.0,0.0,0.0,0.0
147,Serbia,252574.12933333335,2196.133333333333,2013.8356666666666,8.780166666666668,4.785833333333334,0.5003166666666666,2.0,48.546666666666674,47.26333333333334,36.11000000000001,80.291,41.199999999999996,17.366,4.333761616634221,14048.881,0.5659000337516152,439.415,10.08,37.699999999999996,40.199999999999996,5.609000000000001,76.0,0.8059999999999999,0.0,1.0,0.0,0.0,0.0,0.0
148,Seychelles,379921.14016666665,979.0044999999999,1556.9709999999998,0.0,28.94684106761803,0.2577303473985722,4.332473681464605,84.60000000000001,79.8,75.0,208.354,36.199999999999996,8.606,5.585999999999999,26382.287,1.0999999999999999,242.648,10.549999999999999,7.1000000000000005,35.699999999999996,3.6,73.39999999999999,0.7959999999999999,0.0,0.0,1.0,0.0,0.0,0.0
149,Sierra Leone,936.68,0.10250000000000002,15.354000000000001,0.0,0.02777857815253579,0.03168811054598101,43.42073887845665,4.276255468417027,2.6452390284936755,48.15,104.7,19.099999999999998,2.5380000000000003,1.285,1390.3,52.199999999999996,325.721,2.42,8.799999999999999,41.300000000000004,0.45986013075230014,54.699999999999996,0.452,0.0,0.0,1.0,0.0,0.0,0.0
150,Singapore,68369.4255,1138.6973333333333,158.21349999999998,0.39716666666666667,44.11766666666667,0.02205,45.633333333333326,90.49166666666667,85.925,60.19,7915.731,42.4,12.921999999999999,7.0489999999999995,85535.38300000002,0.3871954636194193,92.243,10.99,5.2,28.3,2.4,83.62,0.9379999999999998,1.0,0.0,0.0,0.0,0.0,0.0
151,Slovakia,302884.4841666667,4165.175666666667,3286.0670000000005,3.9150000000000005,13.145833333333334,0.2743333333333333,3.65,51.65999999999999,50.34,48.76666666666667,113.12799999999997,41.199999999999996,15.069999999999999,9.167,30155.152000000002,0.7000000000000001,287.959,7.29,23.099999999999998,37.699999999999996,5.82,77.54,0.86,0.0,1.0,0.0,0.0,0.0,0.0
152,Slovenia,367810.109,6704.597000000001,2850.468166666667,8.739333333333335,31.078333333333333,0.25283333333333335,4.65,60.699999999999996,58.315,62.96,102.61900000000001,44.5,19.062,12.930000000000001,31400.84,0.9443958346975417,153.49299999999997,7.25,20.099999999999998,25.0,4.5,81.32,0.9169999999999999,0.0,1.0,0.0,0.0,0.0,0.0
155,South Africa,60234.057,52.01916666666667,1591.9219999999998,2.0598333333333336,0.5166666666666667,0.09573333333333334,10.483333333333334,32.843333333333334,27.856666666666666,41.67000000000001,46.754,27.3,5.344,3.0530000000000004,12294.876000000002,18.900000000000002,200.38,5.52,8.1,33.199999999999996,2.32,64.13,0.7090000000000001,0.0,0.0,1.0,0.0,0.0,0.0
156,South Korea,18685.080833333337,587.7281666666667,133.35883333333334,0.3701666666666667,0.013999999999999999,0.216776544253672,18.353517386452992,87.17333333333333,86.00166666666667,49.54,527.967,43.4,13.914000000000001,8.622,35938.374,0.19999999999999998,85.99799999999999,6.8,6.2,40.9,12.269999999999998,83.02999999999999,0.916,1.0,0.0,0.0,0.0,0.0,0.0
157,South Sudan,1478.131,0.5711666666666667,12.037,0.0,0.06383333333333334,0.0116,88.88333333333334,2.86,2.44,36.11000000000001,58.996393559020376,19.2,3.4410000000000003,2.032,1569.888,56.706929906304005,280.77500000000003,10.43,3.631700644930561,28.467603147101375,0.22978520562249502,57.85,0.433,0.0,0.0,1.0,0.0,0.0,0.0
158,Spain,217360.36933333334,850.2224999999999,2009.653333333333,2.9058333333333333,4.152499999999999,0.297,3.3666666666666667,87.59000000000002,81.97,46.76,93.105,45.5,19.436000000000003,13.799000000000001,34272.35999999999,1.0,99.403,7.170000000000001,27.400000000000002,31.400000000000002,2.97,83.56,0.904,0.0,1.0,0.0,0.0,0.0,0.0
159,Sri Lanka,28624.284333333333,56.86750000000001,722.509,1.1938333333333333,0.6586666666666667,0.08328333333333333,12.049999999999999,77.8775,65.0,52.779999999999994,341.955,34.1,10.069,5.331,11669.077,0.7000000000000001,197.093,10.68,0.3,27.0,3.6,76.98,0.782,1.0,0.0,0.0,0.0,0.0,0.0
160,Sudan,1307.5488333333335,4.609333333333333,79.14816666666667,0.5455,0.042966420960178685,0.021920197400175034,63.56765195253937,9.82,4.420000000000001,11.11,23.258000000000006,19.7,3.5480000000000005,2.0340000000000003,4466.5070000000005,11.168859965344272,431.388,15.67,1.7875328266115007,20.255869867766943,0.7999999999999999,65.31,0.5099999999999999,0.0,0.0,1.0,0.0,0.0,0.0
161,Suriname,126582.88799999999,496.228,2153.8880000000004,5.6325,0.9666666666666667,0.417,2.4,44.77,39.41,60.19,3.6120000000000005,29.599999999999998,6.933,4.229,13767.119,1.905739419401693,258.314,12.54,7.3999999999999995,42.9,3.1,71.68,0.738,0.0,0.0,0.0,0.0,1.0,0.0
